place,product,date,competitors_mean_price
Врата Балдура,Целебные травы,2217-10-02,12.61
Врата Балдура,Целебные травы,2217-10-03,12.61
Врата Балдура,Целебные травы,2217-10-04,13.48
Врата Балдура,Целебные травы,2217-10-05,12.61
Врата Балдура,Целебные травы,2217-10-06,13.21
Врата Балдура,Целебные травы,2217-10-07,13.55
Врата Балдура,Целебные травы,2217-10-08,12.93
Врата Балдура,Целебные травы,2217-10-09,13.8
Врата Балдура,Целебные травы,2217-10-10,13.06
Врата Балдура,Целебные травы,2217-10-11,13.49
Врата Балдура,Целебные травы,2217-10-12,13.9
Врата Балдура,Целебные травы,2217-10-13,12.05
Врата Балдура,Целебные травы,2217-10-14,13.9
Врата Балдура,Целебные травы,2217-10-15,13.15
Врата Балдура,Целебные травы,2217-10-16,13.6
Врата Балдура,Целебные травы,2217-10-17,12.78
Врата Балдура,Целебные травы,2217-10-18,13.19
Врата Балдура,Целебные травы,2217-10-19,13.9
Врата Балдура,Целебные травы,2217-10-20,13.57
Врата Балдура,Целебные травы,2217-10-21,13.15
Врата Балдура,Целебные травы,2217-10-22,13.15
Врата Балдура,Целебные травы,2217-10-23,13.31
Врата Балдура,Целебные травы,2217-10-24,13.01
Врата Балдура,Целебные травы,2217-10-25,13.2
Врата Балдура,Целебные травы,2217-10-26,12.24
Врата Балдура,Целебные травы,2217-10-27,13.44
Врата Балдура,Целебные травы,2217-10-28,13.01
Врата Балдура,Целебные травы,2217-10-29,13.55
Врата Балдура,Целебные травы,2217-10-30,13.54
Врата Балдура,Целебные травы,2217-10-31,13.78
Врата Балдура,Целебные травы,2217-11-01,13.31
Врата Балдура,Целебные травы,2217-11-02,13.0
Врата Балдура,Целебные травы,2217-11-03,13.78
Врата Балдура,Целебные травы,2217-11-04,13.11
Врата Балдура,Целебные травы,2217-11-05,13.11
Врата Балдура,Целебные травы,2217-11-06,13.06
Врата Балдура,Целебные травы,2217-11-07,13.06
Врата Балдура,Целебные травы,2217-11-08,13.25
Врата Балдура,Целебные травы,2217-11-09,13.57
Врата Балдура,Целебные травы,2217-11-10,13.77
Врата Балдура,Целебные травы,2217-11-11,14.09
Врата Балдура,Целебные травы,2217-11-12,13.32
Врата Балдура,Целебные травы,2217-11-13,13.43
Врата Балдура,Целебные травы,2217-11-14,14.09
Врата Балдура,Целебные травы,2217-11-15,13.32
Врата Балдура,Целебные травы,2217-11-16,12.94
Врата Балдура,Целебные травы,2217-11-17,13.4
Врата Балдура,Целебные травы,2217-11-18,13.32
Врата Балдура,Целебные травы,2217-11-19,13.67
Врата Балдура,Целебные травы,2217-11-20,13.46
Врата Балдура,Целебные травы,2217-11-21,13.87
Врата Балдура,Целебные травы,2217-11-22,13.18
Врата Балдура,Целебные травы,2217-11-23,13.18
Врата Балдура,Целебные травы,2217-11-24,13.4
Врата Балдура,Целебные травы,2217-11-25,12.92
Врата Балдура,Целебные травы,2217-11-26,12.92
Врата Балдура,Целебные травы,2217-11-27,13.1
Врата Балдура,Целебные травы,2217-11-28,13.39
Врата Балдура,Целебные травы,2217-11-29,13.17
Врата Балдура,Целебные травы,2217-11-30,13.31
Врата Балдура,Целебные травы,2217-12-01,13.31
Врата Балдура,Целебные травы,2217-12-02,13.63
Врата Балдура,Целебные травы,2217-12-03,13.31
Врата Балдура,Целебные травы,2217-12-04,13.53
Врата Балдура,Целебные травы,2217-12-05,13.48
Врата Балдура,Целебные травы,2217-12-06,13.15
Врата Балдура,Целебные травы,2217-12-07,13.15
Врата Балдура,Целебные травы,2217-12-08,13.58
Врата Балдура,Целебные травы,2217-12-09,13.15
Врата Балдура,Целебные травы,2217-12-10,13.7
Врата Балдура,Целебные травы,2217-12-11,13.15
Врата Балдура,Целебные травы,2217-12-12,13.7
Врата Балдура,Целебные травы,2217-12-13,13.21
Врата Балдура,Целебные травы,2217-12-14,12.92
Врата Балдура,Целебные травы,2217-12-15,13.68
Врата Балдура,Целебные травы,2217-12-16,12.87
Врата Балдура,Целебные травы,2217-12-17,12.87
Врата Балдура,Целебные травы,2217-12-18,13.7
Врата Балдура,Целебные травы,2217-12-19,12.9
Врата Балдура,Целебные травы,2217-12-20,12.87
Врата Балдура,Целебные травы,2217-12-21,13.5
Врата Балдура,Целебные травы,2217-12-22,14.42
Врата Балдура,Целебные травы,2217-12-23,14.42
Врата Балдура,Целебные травы,2217-12-24,13.2
Врата Балдура,Целебные травы,2217-12-25,13.78
Врата Балдура,Целебные травы,2217-12-26,12.9
Врата Балдура,Целебные травы,2217-12-27,13.29
Врата Балдура,Целебные травы,2217-12-28,13.29
Врата Балдура,Целебные травы,2217-12-29,14.76
Врата Балдура,Целебные травы,2217-12-30,13.5
Врата Балдура,Целебные травы,2217-12-31,13.92
Врата Балдура,Целебные травы,2218-01-01,13.84
Врата Балдура,Целебные травы,2218-01-02,13.7
Врата Балдура,Целебные травы,2218-01-03,13.84
Врата Балдура,Целебные травы,2218-01-04,13.15
Врата Балдура,Целебные травы,2218-01-05,13.04
Врата Балдура,Целебные травы,2218-01-06,13.04
Врата Балдура,Целебные травы,2218-01-07,13.85
Врата Балдура,Целебные травы,2218-01-08,14.05
Врата Балдура,Целебные травы,2218-01-09,13.96
Врата Балдура,Целебные травы,2218-01-10,13.83
Врата Балдура,Целебные травы,2218-01-11,13.62
Врата Балдура,Целебные травы,2218-01-12,14.76
Врата Балдура,Целебные травы,2218-01-13,14.46
Врата Балдура,Целебные травы,2218-01-14,14.85
Врата Балдура,Целебные травы,2218-01-15,13.15
Врата Балдура,Целебные травы,2218-01-16,12.94
Врата Балдура,Целебные травы,2218-01-17,13.95
Врата Балдура,Целебные травы,2218-01-18,13.04
Врата Балдура,Целебные травы,2218-01-19,12.94
Врата Балдура,Целебные травы,2218-01-20,13.76
Врата Балдура,Целебные травы,2218-01-21,13.76
Врата Балдура,Целебные травы,2218-01-22,13.03
Врата Балдура,Целебные травы,2218-01-23,14.14
Врата Балдура,Целебные травы,2218-01-24,13.76
Врата Балдура,Целебные травы,2218-01-25,14.28
Врата Балдура,Целебные травы,2218-01-26,13.94
Врата Балдура,Целебные травы,2218-01-27,14.25
Врата Балдура,Целебные травы,2218-01-28,14.09
Врата Балдура,Целебные травы,2218-01-29,13.76
Врата Балдура,Целебные травы,2218-01-30,13.93
Врата Балдура,Целебные травы,2218-01-31,13.93
Врата Балдура,Целебные травы,2218-02-01,14.14
Врата Балдура,Целебные травы,2218-02-02,13.49
Врата Балдура,Целебные травы,2218-02-03,13.72
Врата Балдура,Целебные травы,2218-02-04,14.28
Врата Балдура,Целебные травы,2218-02-05,14.9
Врата Балдура,Целебные травы,2218-02-06,14.06
Врата Балдура,Целебные травы,2218-02-07,14.23
Врата Балдура,Целебные травы,2218-02-08,13.72
Врата Балдура,Целебные травы,2218-02-09,13.54
Врата Балдура,Целебные травы,2218-02-10,15.09
Врата Балдура,Целебные травы,2218-02-11,14.4
Врата Балдура,Целебные травы,2218-02-12,13.86
Врата Балдура,Целебные травы,2218-02-13,14.18
Врата Балдура,Целебные травы,2218-02-14,13.9
Врата Балдура,Целебные травы,2218-02-15,13.79
Врата Балдура,Целебные травы,2218-02-16,15.09
Врата Балдура,Целебные травы,2218-02-17,14.49
Врата Балдура,Целебные травы,2218-02-18,13.32
Врата Балдура,Целебные травы,2218-02-19,14.7
Врата Балдура,Целебные травы,2218-02-20,14.42
Врата Балдура,Целебные травы,2218-02-21,14.51
Врата Балдура,Целебные травы,2218-02-22,14.51
Врата Балдура,Целебные травы,2218-02-23,14.42
Врата Балдура,Целебные травы,2218-02-24,14.21
Врата Балдура,Целебные травы,2218-02-25,14.03
Врата Балдура,Целебные травы,2218-02-26,14.45
Врата Балдура,Целебные травы,2218-02-27,14.42
Врата Балдура,Целебные травы,2218-02-28,14.02
Врата Балдура,Целебные травы,2218-03-01,14.02
Врата Балдура,Целебные травы,2218-03-02,15.11
Врата Балдура,Целебные травы,2218-03-03,14.08
Врата Балдура,Целебные травы,2218-03-04,13.4
Врата Балдура,Целебные травы,2218-03-05,13.61
Врата Балдура,Целебные травы,2218-03-06,14.36
Врата Балдура,Целебные травы,2218-03-07,13.5
Врата Балдура,Целебные травы,2218-03-08,14.08
Врата Балдура,Целебные травы,2218-03-09,14.59
Врата Балдура,Целебные травы,2218-03-10,15.45
Врата Балдура,Целебные травы,2218-03-11,14.62
Врата Балдура,Целебные травы,2218-03-12,14.23
Врата Балдура,Целебные травы,2218-03-13,14.67
Врата Балдура,Целебные травы,2218-03-14,14.54
Врата Балдура,Целебные травы,2218-03-15,14.34
Врата Балдура,Целебные травы,2218-03-16,13.73
Врата Балдура,Целебные травы,2218-03-17,14.59
Врата Балдура,Целебные травы,2218-03-18,14.62
Врата Балдура,Целебные травы,2218-03-19,14.23
Врата Балдура,Целебные травы,2218-03-20,14.67
Врата Балдура,Целебные травы,2218-03-21,13.5
Врата Балдура,Целебные травы,2218-03-22,14.59
Врата Балдура,Целебные травы,2218-03-23,15.45
Врата Балдура,Целебные травы,2218-03-24,14.17
Врата Балдура,Целебные травы,2218-03-25,14.17
Врата Балдура,Целебные травы,2218-03-26,14.49
Врата Балдура,Целебные травы,2218-03-27,14.64
Врата Балдура,Целебные травы,2218-03-28,15.3
Врата Балдура,Целебные травы,2218-03-29,14.61
Врата Балдура,Целебные травы,2218-03-30,14.98
Врата Балдура,Целебные травы,2218-03-31,14.67
Врата Балдура,Целебные травы,2218-04-01,14.67
Врата Балдура,Целебные травы,2218-04-02,14.17
Врата Балдура,Целебные травы,2218-04-03,14.24
Врата Балдура,Целебные травы,2218-04-04,13.8
Врата Балдура,Целебные травы,2218-04-05,14.8
Врата Балдура,Целебные травы,2218-04-06,15.3
Врата Балдура,Целебные травы,2218-04-07,14.59
Врата Балдура,Целебные травы,2218-04-08,14.88
Врата Балдура,Целебные травы,2218-04-09,13.8
Врата Балдура,Целебные травы,2218-04-10,14.86
Врата Балдура,Целебные травы,2218-04-11,13.92
Врата Балдура,Целебные травы,2218-04-12,13.96
Врата Балдура,Целебные травы,2218-04-13,14.67
Врата Балдура,Целебные травы,2218-04-14,15.07
Врата Балдура,Целебные травы,2218-04-15,15.41
Врата Балдура,Целебные травы,2218-04-16,14.18
Врата Балдура,Целебные травы,2218-04-17,14.18
Врата Балдура,Целебные травы,2218-04-18,14.67
Врата Балдура,Целебные травы,2218-04-19,14.67
Врата Балдура,Целебные травы,2218-04-20,14.27
Врата Балдура,Целебные травы,2218-04-21,14.67
Врата Балдура,Целебные травы,2218-04-22,14.67
Врата Балдура,Целебные травы,2218-04-23,14.67
Врата Балдура,Целебные травы,2218-04-24,15.41
Врата Балдура,Целебные травы,2218-04-25,13.93
Врата Балдура,Целебные травы,2218-04-26,14.2
Врата Балдура,Целебные травы,2218-04-27,14.2
Врата Балдура,Целебные травы,2218-04-28,14.69
Врата Балдура,Целебные травы,2218-04-29,13.99
Врата Балдура,Целебные травы,2218-04-30,14.96
Врата Балдура,Целебные травы,2218-05-01,16.14
Врата Балдура,Целебные травы,2218-05-02,14.9
Врата Балдура,Целебные травы,2218-05-03,14.9
Врата Балдура,Целебные травы,2218-05-04,15.02
Врата Балдура,Целебные травы,2218-05-05,14.87
Врата Балдура,Целебные травы,2218-05-06,15.02
Врата Балдура,Целебные травы,2218-05-07,15.19
Врата Балдура,Целебные травы,2218-05-08,14.22
Врата Балдура,Целебные травы,2218-05-09,14.41
Врата Балдура,Целебные травы,2218-05-10,14.41
Врата Балдура,Целебные травы,2218-05-11,14.28
Врата Балдура,Целебные травы,2218-05-12,15.04
Врата Балдура,Целебные травы,2218-05-13,15.19
Врата Балдура,Целебные травы,2218-05-14,14.48
Врата Балдура,Целебные травы,2218-05-15,15.19
Врата Балдура,Целебные травы,2218-05-16,14.28
Врата Балдура,Целебные травы,2218-05-17,14.28
Врата Балдура,Целебные травы,2218-05-18,14.64
Врата Балдура,Целебные травы,2218-05-19,14.88
Врата Балдура,Целебные травы,2218-05-20,14.66
Врата Балдура,Целебные травы,2218-05-21,14.67
Врата Балдура,Целебные травы,2218-05-22,14.67
Врата Балдура,Целебные травы,2218-05-23,15.23
Врата Балдура,Целебные травы,2218-05-24,14.43
Врата Балдура,Целебные травы,2218-05-25,15.23
Врата Балдура,Целебные травы,2218-05-26,15.37
Врата Балдура,Целебные травы,2218-05-27,16.35
Врата Балдура,Целебные травы,2218-05-28,15.15
Врата Балдура,Целебные травы,2218-05-29,16.35
Врата Балдура,Целебные травы,2218-05-30,16.35
Врата Балдура,Целебные травы,2218-05-31,15.12
Врата Балдура,Целебные травы,2218-06-01,14.8
Врата Балдура,Целебные травы,2218-06-02,15.22
Врата Балдура,Целебные травы,2218-06-03,14.94
Врата Балдура,Целебные травы,2218-06-04,14.7
Врата Балдура,Целебные травы,2218-06-05,14.8
Врата Балдура,Целебные травы,2218-06-06,14.8
Врата Балдура,Целебные травы,2218-06-07,16.41
Врата Балдура,Целебные травы,2218-06-08,15.49
Врата Балдура,Целебные травы,2218-06-09,15.77
Врата Балдура,Целебные травы,2218-06-10,16.41
Врата Балдура,Целебные травы,2218-06-11,14.88
Врата Балдура,Целебные травы,2218-06-12,16.41
Врата Балдура,Целебные травы,2218-06-13,14.47
Врата Балдура,Целебные травы,2218-06-14,15.26
Врата Балдура,Целебные травы,2218-06-15,15.53
Врата Балдура,Целебные травы,2218-06-16,15.26
Врата Балдура,Целебные травы,2218-06-17,15.33
Врата Балдура,Целебные травы,2218-06-18,14.71
Врата Балдура,Целебные травы,2218-06-19,15.84
Врата Балдура,Целебные травы,2218-06-20,15.69
Врата Балдура,Целебные травы,2218-06-21,15.33
Врата Балдура,Целебные травы,2218-06-22,15.46
Врата Балдура,Целебные травы,2218-06-23,15.84
Врата Балдура,Целебные травы,2218-06-24,15.57
Врата Балдура,Целебные травы,2218-06-25,15.61
Врата Балдура,Целебные травы,2218-06-26,15.94
Врата Балдура,Целебные травы,2218-06-27,15.61
Врата Балдура,Целебные травы,2218-06-28,15.53
Врата Балдура,Целебные травы,2218-06-29,15.61
Врата Балдура,Целебные травы,2218-06-30,15.39
Врата Балдура,Целебные травы,2218-07-01,14.92
Врата Балдура,Целебные травы,2218-07-02,15.03
Врата Балдура,Целебные травы,2218-07-03,15.18
Врата Балдура,Целебные травы,2218-07-04,14.92
Врата Балдура,Целебные травы,2218-07-05,16.43
Врата Балдура,Целебные травы,2218-07-06,15.32
Врата Балдура,Целебные травы,2218-07-07,16.29
Врата Балдура,Целебные травы,2218-07-08,15.04
Врата Балдура,Целебные травы,2218-07-09,15.18
Врата Балдура,Целебные травы,2218-07-10,15.96
Врата Балдура,Целебные травы,2218-07-11,15.2
Врата Балдура,Целебные травы,2218-07-12,15.63
Врата Балдура,Целебные травы,2218-07-13,15.61
Врата Балдура,Целебные травы,2218-07-14,15.96
Врата Балдура,Целебные травы,2218-07-15,14.84
Врата Балдура,Целебные травы,2218-07-16,14.84
Врата Балдура,Целебные травы,2218-07-17,15.96
Врата Балдура,Целебные травы,2218-07-18,15.28
Врата Балдура,Целебные травы,2218-07-19,15.53
Врата Балдура,Целебные травы,2218-07-20,14.8
Врата Балдура,Целебные травы,2218-07-21,15.57
Врата Балдура,Целебные травы,2218-07-22,15.96
Врата Балдура,Целебные травы,2218-07-23,14.76
Врата Балдура,Целебные травы,2218-07-24,15.46
Врата Балдура,Целебные травы,2218-07-25,15.46
Врата Балдура,Целебные травы,2218-07-26,14.83
Врата Балдура,Целебные травы,2218-07-27,16.59
Врата Балдура,Целебные травы,2218-07-28,15.24
Врата Балдура,Целебные травы,2218-07-29,16.13
Врата Балдура,Целебные травы,2218-07-30,15.7
Врата Балдура,Целебные травы,2218-07-31,15.72
Врата Балдура,Целебные травы,2218-08-01,14.82
Врата Балдура,Целебные травы,2218-08-02,16.13
Врата Балдура,Целебные травы,2218-08-03,15.71
Врата Балдура,Целебные травы,2218-08-04,15.71
Врата Балдура,Целебные травы,2218-08-05,14.83
Врата Балдура,Целебные травы,2218-08-06,15.66
Врата Балдура,Целебные травы,2218-08-07,15.25
Врата Балдура,Целебные травы,2218-08-08,15.21
Врата Балдура,Целебные травы,2218-08-09,14.98
Врата Балдура,Целебные травы,2218-08-10,15.85
Врата Балдура,Целебные травы,2218-08-11,15.59
Врата Балдура,Целебные травы,2218-08-12,15.8
Врата Балдура,Целебные травы,2218-08-13,15.59
Врата Балдура,Целебные травы,2218-08-14,14.98
Врата Балдура,Целебные травы,2218-08-15,15.44
Врата Балдура,Целебные травы,2218-08-16,15.88
Врата Балдура,Целебные травы,2218-08-17,15.88
Врата Балдура,Целебные травы,2218-08-18,15.91
Врата Балдура,Целебные травы,2218-08-19,15.46
Врата Балдура,Целебные травы,2218-08-20,15.87
Врата Балдура,Целебные травы,2218-08-21,16.32
Врата Балдура,Целебные травы,2218-08-22,15.29
Врата Балдура,Целебные травы,2218-08-23,14.98
Врата Балдура,Целебные травы,2218-08-24,15.0
Врата Балдура,Целебные травы,2218-08-25,15.38
Врата Балдура,Целебные травы,2218-08-26,15.38
Врата Балдура,Целебные травы,2218-08-27,16.49
Врата Балдура,Целебные травы,2218-08-28,15.46
Врата Балдура,Целебные травы,2218-08-29,15.64
Врата Балдура,Целебные травы,2218-08-30,15.64
Врата Балдура,Целебные травы,2218-08-31,14.85
Врата Балдура,Целебные травы,2218-09-01,15.38
Врата Балдура,Целебные травы,2218-09-02,15.94
Врата Балдура,Целебные травы,2218-09-03,15.28
Врата Балдура,Целебные травы,2218-09-04,15.96
Врата Балдура,Целебные травы,2218-09-05,15.49
Врата Балдура,Целебные травы,2218-09-06,15.49
Врата Балдура,Целебные травы,2218-09-07,15.8
Врата Балдура,Целебные травы,2218-09-08,15.88
Врата Балдура,Целебные травы,2218-09-09,15.6
Врата Балдура,Целебные травы,2218-09-10,15.8
Врата Балдура,Целебные травы,2218-09-11,15.96
Врата Балдура,Целебные травы,2218-09-12,16.39
Врата Балдура,Целебные травы,2218-09-13,16.28
Врата Балдура,Целебные травы,2218-09-14,17.07
Врата Балдура,Целебные травы,2218-09-15,15.49
Врата Балдура,Целебные травы,2218-09-16,15.49
Врата Балдура,Целебные травы,2218-09-17,15.25
Врата Балдура,Целебные травы,2218-09-18,16.03
Врата Балдура,Целебные травы,2218-09-19,15.78
Врата Балдура,Целебные травы,2218-09-20,15.8
Врата Балдура,Целебные травы,2218-09-21,15.47
Врата Балдура,Целебные травы,2218-09-22,15.88
Врата Балдура,Целебные травы,2218-09-23,17.29
Врата Балдура,Целебные травы,2218-09-24,15.16
Врата Балдура,Целебные травы,2218-09-25,15.41
Врата Балдура,Целебные травы,2218-09-26,15.62
Врата Балдура,Целебные травы,2218-09-27,15.92
Врата Балдура,Эльфийская пыльца,2216-01-02,12.23
Врата Балдура,Эльфийская пыльца,2216-01-03,14.15
Врата Балдура,Эльфийская пыльца,2216-01-04,13.05
Врата Балдура,Эльфийская пыльца,2216-01-05,14.13
Врата Балдура,Эльфийская пыльца,2216-01-06,14.13
Врата Балдура,Эльфийская пыльца,2216-01-07,14.13
Врата Балдура,Эльфийская пыльца,2216-01-08,13.41
Врата Балдура,Эльфийская пыльца,2216-01-09,13.59
Врата Балдура,Эльфийская пыльца,2216-01-10,13.18
Врата Балдура,Эльфийская пыльца,2216-01-11,12.86
Врата Балдура,Эльфийская пыльца,2216-01-12,12.23
Врата Балдура,Эльфийская пыльца,2216-01-13,13.65
Врата Балдура,Эльфийская пыльца,2216-01-14,13.65
Врата Балдура,Эльфийская пыльца,2216-01-15,13.31
Врата Балдура,Эльфийская пыльца,2216-01-16,13.74
Врата Балдура,Эльфийская пыльца,2216-01-17,13.37
Врата Балдура,Эльфийская пыльца,2216-01-18,13.3
Врата Балдура,Эльфийская пыльца,2216-01-19,13.55
Врата Балдура,Эльфийская пыльца,2216-01-20,13.37
Врата Балдура,Эльфийская пыльца,2216-01-21,13.37
Врата Балдура,Эльфийская пыльца,2216-01-22,12.27
Врата Балдура,Эльфийская пыльца,2216-01-23,14.44
Врата Балдура,Эльфийская пыльца,2216-01-24,13.61
Врата Балдура,Эльфийская пыльца,2216-01-25,12.81
Врата Балдура,Эльфийская пыльца,2216-01-26,12.81
Врата Балдура,Эльфийская пыльца,2216-01-27,13.29
Врата Балдура,Эльфийская пыльца,2216-01-28,14.3
Врата Балдура,Эльфийская пыльца,2216-01-29,13.56
Врата Балдура,Эльфийская пыльца,2216-01-30,14.44
Врата Балдура,Эльфийская пыльца,2216-01-31,13.51
Врата Балдура,Эльфийская пыльца,2216-02-01,13.61
Врата Балдура,Эльфийская пыльца,2216-02-02,14.21
Врата Балдура,Эльфийская пыльца,2216-02-03,13.59
Врата Балдура,Эльфийская пыльца,2216-02-04,13.97
Врата Балдура,Эльфийская пыльца,2216-02-05,13.47
Врата Балдура,Эльфийская пыльца,2216-02-06,14.83
Врата Балдура,Эльфийская пыльца,2216-02-07,13.17
Врата Балдура,Эльфийская пыльца,2216-02-08,14.4
Врата Балдура,Эльфийская пыльца,2216-02-09,13.57
Врата Балдура,Эльфийская пыльца,2216-02-10,13.58
Врата Балдура,Эльфийская пыльца,2216-02-11,13.64
Врата Балдура,Эльфийская пыльца,2216-02-12,13.28
Врата Балдура,Эльфийская пыльца,2216-02-13,14.56
Врата Балдура,Эльфийская пыльца,2216-02-14,13.78
Врата Балдура,Эльфийская пыльца,2216-02-15,13.52
Врата Балдура,Эльфийская пыльца,2216-02-16,14.19
Врата Балдура,Эльфийская пыльца,2216-02-17,13.78
Врата Балдура,Эльфийская пыльца,2216-02-18,13.2
Врата Балдура,Эльфийская пыльца,2216-02-19,13.96
Врата Балдура,Эльфийская пыльца,2216-02-20,15.09
Врата Балдура,Эльфийская пыльца,2216-02-21,13.83
Врата Балдура,Эльфийская пыльца,2216-02-22,13.59
Врата Балдура,Эльфийская пыльца,2216-02-23,12.84
Врата Балдура,Эльфийская пыльца,2216-02-24,13.93
Врата Балдура,Эльфийская пыльца,2216-02-25,14.34
Врата Балдура,Эльфийская пыльца,2216-02-26,13.59
Врата Балдура,Эльфийская пыльца,2216-02-27,13.84
Врата Балдура,Эльфийская пыльца,2216-02-28,13.68
Врата Балдура,Эльфийская пыльца,2216-02-29,14.0
Врата Балдура,Эльфийская пыльца,2216-03-01,12.74
Врата Балдура,Эльфийская пыльца,2216-03-02,13.58
Врата Балдура,Эльфийская пыльца,2216-03-03,13.82
Врата Балдура,Эльфийская пыльца,2216-03-04,14.91
Врата Балдура,Эльфийская пыльца,2216-03-05,13.58
Врата Балдура,Эльфийская пыльца,2216-03-06,14.26
Врата Балдура,Эльфийская пыльца,2216-03-07,14.62
Врата Балдура,Эльфийская пыльца,2216-03-08,14.91
Врата Балдура,Эльфийская пыльца,2216-03-09,13.17
Врата Балдура,Эльфийская пыльца,2216-03-10,13.56
Врата Балдура,Эльфийская пыльца,2216-03-11,13.75
Врата Балдура,Эльфийская пыльца,2216-03-12,14.63
Врата Балдура,Эльфийская пыльца,2216-03-13,13.75
Врата Балдура,Эльфийская пыльца,2216-03-14,12.73
Врата Балдура,Эльфийская пыльца,2216-03-15,13.82
Врата Балдура,Эльфийская пыльца,2216-03-16,12.73
Врата Балдура,Эльфийская пыльца,2216-03-17,14.47
Врата Балдура,Эльфийская пыльца,2216-03-18,12.73
Врата Балдура,Эльфийская пыльца,2216-03-19,14.43
Врата Балдура,Эльфийская пыльца,2216-03-20,13.36
Врата Балдура,Эльфийская пыльца,2216-03-21,14.66
Врата Балдура,Эльфийская пыльца,2216-03-22,13.5
Врата Балдура,Эльфийская пыльца,2216-03-23,13.99
Врата Балдура,Эльфийская пыльца,2216-03-24,14.16
Врата Балдура,Эльфийская пыльца,2216-03-25,14.01
Врата Балдура,Эльфийская пыльца,2216-03-26,14.46
Врата Балдура,Эльфийская пыльца,2216-03-27,14.82
Врата Балдура,Эльфийская пыльца,2216-03-28,13.43
Врата Балдура,Эльфийская пыльца,2216-03-29,14.18
Врата Балдура,Эльфийская пыльца,2216-03-30,14.69
Врата Балдура,Эльфийская пыльца,2216-03-31,14.63
Врата Балдура,Эльфийская пыльца,2216-04-01,14.11
Врата Балдура,Эльфийская пыльца,2216-04-02,12.47
Врата Балдура,Эльфийская пыльца,2216-04-03,14.94
Врата Балдура,Эльфийская пыльца,2216-04-04,14.82
Врата Балдура,Эльфийская пыльца,2216-04-05,14.82
Врата Балдура,Эльфийская пыльца,2216-04-06,13.65
Врата Балдура,Эльфийская пыльца,2216-04-07,12.47
Врата Балдура,Эльфийская пыльца,2216-04-08,14.76
Врата Балдура,Эльфийская пыльца,2216-04-09,14.0
Врата Балдура,Эльфийская пыльца,2216-04-10,14.29
Врата Балдура,Эльфийская пыльца,2216-04-11,14.24
Врата Балдура,Эльфийская пыльца,2216-04-12,14.24
Врата Балдура,Эльфийская пыльца,2216-04-13,14.24
Врата Балдура,Эльфийская пыльца,2216-04-14,14.02
Врата Балдура,Эльфийская пыльца,2216-04-15,14.86
Врата Балдура,Эльфийская пыльца,2216-04-16,15.16
Врата Балдура,Эльфийская пыльца,2216-04-17,12.5
Врата Балдура,Эльфийская пыльца,2216-04-18,15.16
Врата Балдура,Эльфийская пыльца,2216-04-19,15.16
Врата Балдура,Эльфийская пыльца,2216-04-20,14.04
Врата Балдура,Эльфийская пыльца,2216-04-21,15.06
Врата Балдура,Эльфийская пыльца,2216-04-22,14.86
Врата Балдура,Эльфийская пыльца,2216-04-23,14.23
Врата Балдура,Эльфийская пыльца,2216-04-24,15.16
Врата Балдура,Эльфийская пыльца,2216-04-25,14.18
Врата Балдура,Эльфийская пыльца,2216-04-26,12.92
Врата Балдура,Эльфийская пыльца,2216-04-27,14.04
Врата Балдура,Эльфийская пыльца,2216-04-28,12.92
Врата Балдура,Эльфийская пыльца,2216-04-29,16.01
Врата Балдура,Эльфийская пыльца,2216-04-30,14.79
Врата Балдура,Эльфийская пыльца,2216-05-01,14.97
Врата Балдура,Эльфийская пыльца,2216-05-02,14.69
Врата Балдура,Эльфийская пыльца,2216-05-03,15.32
Врата Балдура,Эльфийская пыльца,2216-05-04,16.01
Врата Балдура,Эльфийская пыльца,2216-05-05,16.01
Врата Балдура,Эльфийская пыльца,2216-05-06,14.68
Врата Балдура,Эльфийская пыльца,2216-05-07,15.64
Врата Балдура,Эльфийская пыльца,2216-05-08,15.29
Врата Балдура,Эльфийская пыльца,2216-05-09,14.04
Врата Балдура,Эльфийская пыльца,2216-05-10,12.78
Врата Балдура,Эльфийская пыльца,2216-05-11,14.04
Врата Балдура,Эльфийская пыльца,2216-05-12,15.71
Врата Балдура,Эльфийская пыльца,2216-05-13,15.71
Врата Балдура,Эльфийская пыльца,2216-05-14,15.12
Врата Балдура,Эльфийская пыльца,2216-05-15,14.95
Врата Балдура,Эльфийская пыльца,2216-05-16,14.76
Врата Балдура,Эльфийская пыльца,2216-05-17,14.9
Врата Балдура,Эльфийская пыльца,2216-05-18,14.87
Врата Балдура,Эльфийская пыльца,2216-05-19,15.7
Врата Балдура,Эльфийская пыльца,2216-05-20,14.89
Врата Балдура,Эльфийская пыльца,2216-05-21,15.59
Врата Балдура,Эльфийская пыльца,2216-05-22,13.21
Врата Балдура,Эльфийская пыльца,2216-05-23,14.44
Врата Балдура,Эльфийская пыльца,2216-05-24,16.22
Врата Балдура,Эльфийская пыльца,2216-05-25,15.78
Врата Балдура,Эльфийская пыльца,2216-05-26,14.27
Врата Балдура,Эльфийская пыльца,2216-05-27,15.02
Врата Балдура,Эльфийская пыльца,2216-05-28,15.02
Врата Балдура,Эльфийская пыльца,2216-05-29,15.0
Врата Балдура,Эльфийская пыльца,2216-05-30,14.4
Врата Балдура,Эльфийская пыльца,2216-05-31,15.0
Врата Балдура,Эльфийская пыльца,2216-06-01,15.0
Врата Балдура,Эльфийская пыльца,2216-06-02,15.09
